Group Name,Machine,Transaction Date,Transaction No,Slot No,Product Code,Product Name,Service,Status,Delivery,Category,Price
Master,Machine A,05-11-25 14:27,3340684,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,05-11-25 14:26,3340559,30,UMMIB5,Peanut Butter Strawberry Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,05-11-25 14:24,3340209,64,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,05-11-25 14:23,3339993,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 14:21,3339470,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,05-11-25 14:15,3338704,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 14:07,3337996,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 13:28,3334353,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 13:23,3333338,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 13:22,3333016,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 13:17,3332592,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,05-11-25 12:13,3324435,61,UMMIS2,Quinoa Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,05-11-25 12:03,3323595,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,05-11-25 11:07,3317156,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,05-11-25 09:22,3310453,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,05-11-25 09:05,3309467,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,04-11-25 17:57,3302876,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,04-11-25 17:28,3302398,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,04-11-25 17:12,3301847,64,UMMIV1,Falafel Wrap,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,04-11-25 16:25,3301031,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,04-11-25 16:08,3300753,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,04-11-25 16:06,3300608,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,04-11-25 16:04,3300529,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,04-11-25 15:42,3299274,1,UMMIV2,Dynamite Chicken Sandwich on Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,04-11-25 14:31,3295517,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,04-11-25 14:21,3295099,11,UMMIV4,Chicken Caesar Wrap ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,04-11-25 13:21,3287765,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,04-11-25 13:15,3287107,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,04-11-25 12:32,3280881,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,04-11-25 11:40,3275497,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,04-11-25 09:13,3266021,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,03-11-25 19:32,3261814,10,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 18:10,3260652,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 17:31,3259978,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 17:00,3259407,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 16:29,3258266,9,UMMIJ2,Orange Juice Fresh ,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 16:10,3257509,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,03-11-25 15:39,3256206,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 14:10,3250659,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,03-11-25 13:49,3249228,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,03-11-25 13:25,3246278,67,UMMIS20,Mediterranean Artichoke salad ,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,03-11-25 13:24,3246069,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 13:07,3242496,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,03-11-25 13:01,3241477,10,UMMIM3,Strawberry Smoothie,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 12:37,3237830,61,UMMIS2,Quinoa Nut Salad,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,03-11-25 12:04,3233830,41,UMMIR27,Steamed Rice with Butter Chicken ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,03-11-25 11:54,3233012,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,03-11-25 11:52,3232600,27,UMMIR12,Chicken Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,03-11-25 11:21,3231549,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,03-11-25 11:19,3231365,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 11:18,3231056,8,UMMIJ5,Watermelon Juice Fresh,Cash,Successful,Delivery,Beverage,Affordable
Master,Machine A,03-11-25 11:08,3230011,37,UMMIR11,Chicken Strips with Sushi Rice ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,03-11-25 09:56,3225784,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,03-11-25 09:54,3225671,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,03-11-25 09:29,3224638,21,UMMIS1,Pasta & Herb Chicken Salad,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,03-11-25 09:24,3224536,20,UMMIB6,Avo-licious Pot,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,03-11-25 09:23,3224375,31,UMMIG1,Grilled Chicken Burrito Bowl,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,03-11-25 08:48,3223924,17,UMMIF3,Mango Berry Cacao Bowl ,Cash,Successful,Delivery,Vegetarian,Affordable
Master,Machine A,01-11-25 15:41,3220142,41,UMMIR14,Herb Mushroom Chicken With Farfalle Pesto ,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,01-11-25 15:15,3219877,11,UMMIV10,Fajita Chicken Wrap,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,01-11-25 14:55,3219529,1,UMMI10,Chicken Tikka Club with Brown Bread,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,01-11-25 14:41,3219243,21,UMMIS17,Chicken Brown & Wild Rice Salad ,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,01-11-25 13:26,3218434,67,UMMIV9,Tomato Mozzarella Pesto Sandwich ,Cash,Successful,Delivery,Bakery,Standard
Master,Machine A,01-11-25 13:05,3218111,27,UMMIR18,Prawn Biryani,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,01-11-25 12:05,3217859,37,UMMIR16,Chicken Tandoori with Basil Rice,Cash,Successful,Delivery,Non vegetarian,Premium
Master,Machine A,01-11-25 10:11,3217282,31,UMMIS3,Chicken & Yuzu Poke Bowl,Cash,Successful,Delivery,Non vegetarian,Standard
Master,Machine A,01-11-25 09:50,3217168,61,UMMIS7,Pumpkin & Beetroot Salad with Orange Vinaigrette,Cash,Successful,Delivery,Vegetarian,Standard
Master,Machine A,01-11-25 08:56,3216972,17,UMMIF1,Banana Berry Acai Bowl  ,Cash,Successful,Delivery,Gluten - Free,Affordable
